Order_ID,Customer_ID,Product_ID,Warehouse_ID,Order_Date,Ship_Date,Delivery_Date,Shipping_Mode,Quantity,Sales,Profit,Delivery_Status
O00254,C0484,P078,W09,2024-02-29,2024-03-02,2024-03-05,Express,1,6777.86,2117.86,Late
O00255,C0286,P146,W09,2025-01-29,2025-01-29,2025-02-03,Standard,2,12195.5,3171.5,On Time
O00256,C0086,P110,W08,2025-08-13,2025-08-14,2025-08-15,Same Day,1,4044.86,1117.86,On Time
O00257,C0282,P091,W10,2025-11-04,2025-11-04,2025-11-05,Same Day,3,11378.67,2900.67,On Time
O00258,C0110,P145,W06,2025-10-10,2025-10-11,2025-10-12,Same Day,5,9539.8,2444.8,On Time
O00259,C0146,P001,W08,2024-09-17,2024-09-18,2024-09-20,Express,1,3063.65,1165.65,On Time
O00260,C0396,P081,W04,2024-11-05,2024-11-05,2024-11-07,Express,1,1370.53,246.53,On Time
O00261,C0136,P040,W02,2025-08-07,2025-08-09,2025-08-16,Standard,2,12752.1,5034.1,Late
O00262,C0371,P056,W10,2024-09-19,2024-09-20,2024-09-25,Standard,1,5734.42,1394.42,On Time
O00263,C0375,P077,W02,2025-12-07,2025-12-09,2025-12-10,Same Day,1,3907.31,1263.31,On Time
O00264,C0028,P003,W04,2025-03-20,2025-03-21,2025-03-26,Standard,4,13397.28,3637.28,On Time
O00265,C0345,P040,W09,2025-08-01,2025-08-01,2025-08-03,Express,1,6376.05,2517.05,On Time
O00266,C0068,P101,W04,2025-08-12,2025-08-14,2025-08-19,Standard,2,13966.28,5980.28,On Time
O00267,C0391,P112,W05,2024-02-20,2024-02-22,2024-02-27,Express,2,3826.96,1504.96,Late
O00268,C0125,P135,W04,2025-02-08,2025-02-10,2025-02-11,Same Day,2,2455.94,943.94,On Time
O00269,C0179,P109,W02,2025-12-02,2025-12-04,2025-12-09,Standard,3,19067.22,4733.22,On Time
O00270,C0075,P114,W06,2024-01-25,2024-01-26,2024-01-31,Standard,5,13481.05,4106.05,On Time
O00271,C0125,P029,W03,2024-07-23,2024-07-25,2024-07-27,Express,1,6411.92,2081.92,On Time
O00272,C0170,P121,W02,2024-01-15,2024-01-16,2024-01-17,Same Day,1,2651.4,787.4,On Time
O00273,C0193,P037,W09,2025-07-13,2025-07-15,2025-07-17,Express,1,1285.96,304.96,On Time
O00274,C0443,P070,W01,2024-10-04,2024-10-04,2024-10-09,Express,3,15570.3,4641.3,Late
O00275,C0249,P026,W07,2025-10-26,2025-10-27,2025-11-01,Standard,3,12221.43,4289.43,On Time
O00276,C0251,P079,W01,2025-04-13,2025-04-15,2025-04-19,Same Day,3,8418.72,2175.72,Late
O00277,C0450,P016,W09,2025-10-02,2025-10-03,2025-10-08,Standard,3,1291.35,565.35,On Time
O00278,C0045,P101,W04,2024-01-31,2024-02-02,2024-02-04,Express,2,13966.28,5980.28,On Time
O00279,C0497,P040,W07,2025-10-02,2025-10-04,2025-10-09,Standard,4,25504.2,10068.2,On Time
O00280,C0159,P052,W03,2025-07-09,2025-07-09,2025-07-14,Standard,2,6592.0,2614.0,On Time
O00281,C0430,P048,W03,2024-05-28,2024-05-30,2024-06-02,Same Day,3,10619.88,4634.88,Late
O00282,C0399,P071,W08,2025-02-27,2025-02-28,2025-03-02,Express,2,13340.3,5592.3,On Time
O00283,C0119,P060,W10,2025-09-18,2025-09-20,2025-09-22,Express,5,32431.95,13186.95,On Time
O00284,C0095,P121,W09,2025-12-05,2025-12-06,2025-12-11,Standard,3,7954.2,2362.2,On Time
O00285,C0487,P004,W07,2024-07-16,2024-07-16,2024-07-21,Standard,3,19913.76,5966.76,On Time
O00286,C0444,P126,W03,2024-07-26,2024-07-26,2024-07-31,Standard,3,8927.25,2675.25,On Time
O00287,C0481,P101,W07,2024-02-12,2024-02-14,2024-02-15,Same Day,5,34915.7,14950.7,On Time
O00288,C0199,P011,W09,2024-02-13,2024-02-13,2024-02-14,Same Day,5,8584.65,3114.65,On Time
O00289,C0463,P014,W03,2024-11-07,2024-11-08,2024-11-10,Express,5,3969.35,819.35,On Time
O00290,C0070,P150,W02,2024-04-02,2024-04-04,2024-04-05,Same Day,5,14144.85,3894.85,On Time
O00291,C0166,P024,W04,2024-07-02,2024-07-03,2024-07-04,Same Day,3,16756.77,3982.77,On Time
O00292,C0314,P099,W06,2024-04-26,2024-04-28,2024-05-03,Express,5,27422.75,7027.75,Late
O00293,C0215,P046,W03,2024-06-23,2024-06-24,2024-06-28,Same Day,1,4434.14,1687.14,Late
O00294,C0319,P052,W03,2025-04-01,2025-04-02,2025-04-06,Same Day,1,3296.0,1307.0,Late
O00295,C0302,P061,W10,2025-05-25,2025-05-27,2025-06-01,Standard,2,3860.34,1300.34,On Time
O00296,C0322,P072,W04,2025-09-07,2025-09-09,2025-09-14,Standard,5,20450.95,4065.95,On Time
O00297,C0472,P077,W03,2025-10-30,2025-10-31,2025-11-05,Standard,3,11721.93,3789.93,On Time
O00298,C0091,P147,W05,2024-07-01,2024-07-01,2024-07-02,Same Day,5,20031.3,8086.3,On Time
O00299,C0389,P098,W06,2024-02-06,2024-02-06,2024-02-08,Express,1,4301.8,1018.8,On Time
O00300,C0357,P135,W06,2024-05-04,2024-05-06,2024-05-08,Express,2,2455.94,943.94,On Time
O00301,C0270,P082,W05,2025-12-06,2025-12-08,2025-12-09,Same Day,3,17104.74,6202.74,On Time
O00302,C0120,P047,W08,2025-05-23,2025-05-25,2025-05-26,Same Day,5,18580.5,5500.5,On Time
O00303,C0024,P107,W04,2025-10-02,2025-10-02,2025-10-03,Same Day,4,3386.36,898.36,On Time
O00304,C0158,P066,W04,2024-08-05,2024-08-05,2024-08-06,Same Day,1,5162.65,1492.65,On Time
O00305,C0492,P146,W06,2024-01-07,2024-01-07,2024-01-08,Same Day,5,30488.75,7928.75,On Time
O00306,C0080,P035,W08,2024-12-12,2024-12-14,2024-12-16,Express,4,23889.2,9805.2,On Time
O00307,C0372,P077,W01,2024-12-09,2024-12-10,2024-12-12,Express,5,19536.55,6316.55,On Time
O00308,C0432,P097,W01,2024-03-08,2024-03-08,2024-03-10,Express,5,26081.45,8031.45,On Time
O00309,C0045,P070,W06,2025-09-01,2025-09-01,2025-09-03,Express,4,20760.4,6188.4,On Time
O00310,C0399,P096,W05,2024-11-05,2024-11-05,2024-11-06,Same Day,1,5552.67,2230.67,On Time
O00311,C0398,P135,W03,2024-01-26,2024-01-27,2024-02-02,Same Day,3,3683.91,1415.91,Late
O00312,C0366,P118,W04,2025-06-12,2025-06-14,2025-06-19,Standard,4,30442.48,12842.48,On Time
O00313,C0267,P012,W06,2025-12-04,2025-12-06,2025-12-11,Standard,1,2906.23,746.23,On Time
O00314,C0164,P071,W04,2025-10-16,2025-10-16,2025-10-18,Express,5,33350.75,13980.75,On Time
O00315,C0053,P144,W01,2024-06-10,2024-06-11,2024-06-16,Standard,5,9419.45,4039.45,On Time
O00316,C0160,P044,W05,2024-10-04,2024-10-04,2024-10-05,Same Day,1,5552.94,1540.94,On Time
O00317,C0361,P101,W07,2025-11-22,2025-11-22,2025-11-29,Standard,2,13966.28,5980.28,Late
O00318,C0048,P146,W09,2024-07-21,2024-07-23,2024-07-26,Same Day,2,12195.5,3171.5,Late
O00319,C0441,P058,W08,2025-10-21,2025-10-23,2025-10-25,Express,2,9698.3,2060.3,On Time
O00320,C0244,P008,W06,2025-12-17,2025-12-19,2025-12-21,Express,1,3791.33,1491.33,On Time
O00321,C0208,P131,W10,2024-06-23,2024-06-24,2024-06-26,Express,1,6982.71,2305.71,On Time
O00322,C0125,P062,W07,2024-11-05,2024-11-07,2024-11-09,Express,5,29748.7,5653.7,On Time
O00323,C0404,P112,W10,2024-12-14,2024-12-14,2024-12-15,Same Day,5,9567.4,3762.4,On Time
O00324,C0306,P030,W10,2025-11-09,2025-11-11,2025-11-16,Standard,5,7845.1,2235.1,On Time
O00325,C0254,P098,W10,2024-11-11,2024-11-12,2024-11-20,Standard,3,12905.4,3056.4,Late
O00326,C0316,P075,W03,2025-08-17,2025-08-19,2025-08-24,Standard,4,20750.68,7074.68,On Time
O00327,C0046,P112,W05,2024-11-20,2024-11-21,2024-11-22,Same Day,3,5740.44,2257.44,On Time
O00328,C0361,P014,W06,2024-05-10,2024-05-11,2024-05-16,Standard,1,793.87,163.87,On Time
O00329,C0208,P082,W10,2024-02-01,2024-02-01,2024-02-03,Express,4,22806.32,8270.32,On Time
O00330,C0079,P093,W04,2024-06-26,2024-06-27,2024-07-02,Standard,4,12138.2,2322.2,On Time
O00331,C0500,P125,W01,2024-05-17,2024-05-17,2024-05-22,Standard,4,13524.04,3052.04,On Time
O00332,C0261,P047,W10,2025-03-01,2025-03-02,2025-03-03,Same Day,4,14864.4,4400.4,On Time
O00333,C0434,P148,W07,2024-12-29,2024-12-29,2025-01-03,Standard,4,23125.12,10101.12,On Time
O00334,C0361,P146,W01,2025-07-13,2025-07-15,2025-07-17,Express,4,24391.0,6343.0,On Time
O00335,C0265,P072,W09,2025-12-08,2025-12-08,2025-12-13,Standard,4,16360.76,3252.76,On Time
O00336,C0160,P139,W02,2024-09-08,2024-09-09,2024-09-10,Same Day,5,1929.55,659.55,On Time
O00337,C0216,P147,W09,2024-01-12,2024-01-13,2024-01-15,Express,3,12018.78,4851.78,On Time
O00338,C0032,P145,W10,2024-10-23,2024-10-23,2024-10-28,Standard,3,5723.88,1466.88,On Time
O00339,C0259,P022,W10,2025-11-03,2025-11-04,2025-11-07,Same Day,2,4740.98,1472.98,Late
O00340,C0310,P004,W05,2024-05-15,2024-05-17,2024-05-19,Express,1,6637.92,1988.92,On Time
O00341,C0410,P125,W03,2025-11-05,2025-11-06,2025-11-11,Express,2,6762.02,1526.02,Late
O00342,C0108,P113,W07,2024-06-06,2024-06-07,2024-06-09,Express,2,7074.4,2700.4,On Time
O00343,C0383,P078,W08,2024-04-28,2024-04-28,2024-05-03,Standard,4,27111.44,8471.44,On Time
O00344,C0475,P004,W09,2025-04-30,2025-05-01,2025-05-06,Standard,3,19913.76,5966.76,On Time
O00345,C0313,P091,W02,2025-06-26,2025-06-28,2025-07-03,Standard,4,15171.56,3867.56,On Time
O00346,C0395,P062,W10,2024-04-10,2024-04-11,2024-04-12,Same Day,5,29748.7,5653.7,On Time
O00347,C0211,P018,W01,2024-07-03,2024-07-04,2024-07-05,Same Day,1,6537.82,2426.82,On Time
O00348,C0318,P009,W05,2024-12-25,2024-12-25,2024-12-26,Same Day,1,3147.51,1292.51,On Time
O00349,C0439,P031,W02,2024-08-10,2024-08-12,2024-08-13,Same Day,1,6290.74,2331.74,On Time
O00350,C0240,P065,W02,2025-10-25,2025-10-27,2025-11-01,Standard,3,9212.31,3257.31,On Time
O00351,C0398,P019,W06,2024-10-10,2024-10-11,2024-10-12,Same Day,3,11646.03,3153.03,On Time
O00352,C0202,P052,W03,2024-03-02,2024-03-03,2024-03-05,Express,5,16480.0,6535.0,On Time
O00353,C0038,P027,W08,2025-09-20,2025-09-22,2025-09-27,Standard,1,4035.45,1091.45,On Time
O00354,C0078,P100,W03,2025-04-01,2025-04-01,2025-04-04,Express,3,13697.34,5708.34,Late
O00355,C0116,P018,W08,2025-06-11,2025-06-13,2025-06-15,Express,5,32689.1,12134.1,On Time
O00356,C0350,P092,W09,2025-05-08,2025-05-08,2025-05-09,Same Day,3,17870.52,4460.52,On Time
O00357,C0431,P088,W09,2025-10-24,2025-10-24,2025-10-26,Express,1,2023.65,676.65,On Time
O00358,C0357,P049,W01,2024-07-26,2024-07-26,2024-07-27,Same Day,3,6425.16,2063.16,On Time
O00359,C0099,P036,W08,2025-01-02,2025-01-03,2025-01-08,Standard,1,3613.4,727.4,On Time
O00360,C0495,P128,W09,2025-05-15,2025-05-16,2025-05-21,Standard,5,20078.9,5253.9,On Time
O00361,C0482,P134,W07,2024-12-11,2024-12-13,2024-12-21,Standard,4,9046.12,3742.12,Late
O00362,C0360,P012,W03,2024-03-14,2024-03-14,2024-03-18,Same Day,2,5812.46,1492.46,Late
O00363,C0059,P017,W10,2024-11-10,2024-11-10,2024-11-12,Express,1,5623.6,2090.6,On Time
O00364,C0062,P103,W06,2024-03-05,2024-03-05,2024-03-07,Express,3,17443.65,3820.65,On Time
O00365,C0388,P071,W03,2024-08-06,2024-08-06,2024-08-09,Same Day,2,13340.3,5592.3,Late
O00366,C0009,P097,W10,2024-06-17,2024-06-18,2024-06-24,Standard,2,10432.58,3212.58,Late
O00367,C0328,P053,W08,2024-10-17,2024-10-18,2024-10-19,Same Day,2,2636.62,896.62,On Time
O00368,C0487,P128,W01,2024-06-27,2024-06-29,2024-06-30,Same Day,5,20078.9,5253.9,On Time
O00369,C0049,P031,W09,2024-12-22,2024-12-23,2024-12-28,Standard,5,31453.7,11658.7,On Time
O00370,C0408,P050,W04,2025-06-03,2025-06-03,2025-06-05,Express,1,4725.39,1465.39,On Time
O00371,C0108,P094,W03,2025-04-30,2025-05-01,2025-05-09,Standard,3,7723.56,2821.56,Late
O00372,C0403,P046,W01,2025-04-09,2025-04-09,2025-04-14,Standard,2,8868.28,3374.28,On Time
O00373,C0399,P084,W07,2025-08-29,2025-08-31,2025-09-02,Express,2,1394.48,444.48,On Time
O00374,C0075,P014,W08,2025-01-19,2025-01-19,2025-01-24,Standard,4,3175.48,655.48,On Time
O00375,C0104,P092,W08,2025-01-31,2025-02-01,2025-02-06,Standard,3,17870.52,4460.52,On Time
O00376,C0088,P118,W02,2024-03-02,2024-03-03,2024-03-08,Standard,4,30442.48,12842.48,On Time
O00377,C0211,P059,W03,2024-06-09,2024-06-11,2024-06-12,Same Day,1,7432.14,2455.14,On Time
O00378,C0168,P064,W01,2025-04-29,2025-04-30,2025-05-02,Express,2,7719.34,3151.34,On Time
O00379,C0241,P012,W01,2025-08-28,2025-08-28,2025-08-29,Same Day,1,2906.23,746.23,On Time
O00380,C0355,P143,W08,2025-12-14,2025-12-14,2025-12-16,Express,1,6275.15,2548.15,On Time
O00381,C0361,P079,W02,2024-10-29,2024-10-29,2024-11-02,Same Day,2,5612.48,1450.48,Late
O00382,C0361,P095,W03,2024-01-25,2024-01-26,2024-01-28,Express,4,28468.04,9456.04,On Time
O00383,C0407,P139,W05,2024-02-03,2024-02-04,2024-02-06,Express,5,1929.55,659.55,On Time
O00384,C0021,P120,W01,2025-06-11,2025-06-13,2025-06-17,Express,5,33520.65,13290.65,Late
O00385,C0277,P086,W04,2025-12-22,2025-12-22,2025-12-23,Same Day,2,10229.02,3239.02,On Time
O00386,C0349,P069,W04,2025-08-17,2025-08-19,2025-08-24,Standard,5,13905.8,5535.8,On Time
O00387,C0461,P137,W02,2025-05-12,2025-05-14,2025-05-15,Same Day,5,5458.2,1983.2,On Time
O00388,C0042,P118,W04,2025-11-20,2025-11-22,2025-11-27,Standard,1,7610.62,3210.62,On Time
O00389,C0448,P128,W05,2024-03-19,2024-03-19,2024-03-25,Standard,2,8031.56,2101.56,Late
O00390,C0216,P122,W09,2024-10-27,2024-10-28,2024-10-29,Same Day,3,2647.59,925.59,On Time
O00391,C0249,P088,W06,2024-01-23,2024-01-23,2024-01-24,Same Day,3,6070.95,2029.95,On Time
O00392,C0076,P074,W04,2024-11-09,2024-11-09,2024-11-11,Express,1,1530.6,359.6,On Time
O00393,C0083,P045,W09,2025-09-25,2025-09-25,2025-09-26,Same Day,2,15139.36,6507.36,On Time
O00394,C0363,P053,W05,2025-08-11,2025-08-11,2025-08-13,Express,5,6591.55,2241.55,On Time
O00395,C0063,P137,W09,2024-05-31,2024-06-01,2024-06-03,Express,3,3274.92,1189.92,On Time
O00396,C0459,P076,W03,2024-05-28,2024-05-29,2024-06-04,Express,4,13770.44,5674.44,Late
O00397,C0353,P114,W10,2025-08-10,2025-08-12,2025-08-17,Standard,3,8088.63,2463.63,On Time
O00398,C0431,P103,W02,2024-05-22,2024-05-24,2024-05-25,Same Day,5,29072.75,6367.75,On Time
O00399,C0012,P072,W09,2025-10-18,2025-10-18,2025-10-19,Same Day,2,8180.38,1626.38,On Time
O00400,C0310,P082,W07,2025-11-18,2025-11-18,2025-11-19,Same Day,5,28507.9,10337.9,On Time
O00401,C0177,P004,W06,2024-05-31,2024-06-02,2024-06-04,Express,3,19913.76,5966.76,On Time
O00402,C0148,P107,W08,2025-07-28,2025-07-28,2025-08-02,Standard,4,3386.36,898.36,On Time
O00403,C0156,P037,W03,2025-03-10,2025-03-12,2025-03-14,Express,2,2571.92,609.92,On Time
O00404,C0090,P070,W07,2024-12-09,2024-12-09,2024-12-12,Same Day,4,20760.4,6188.4,Late
O00405,C0422,P126,W07,2024-05-20,2024-05-20,2024-05-25,Standard,1,2975.75,891.75,On Time
O00406,C0154,P040,W04,2025-07-26,2025-07-28,2025-07-31,Express,3,19128.15,7551.15,Late
O00407,C0062,P063,W08,2024-10-21,2024-10-22,2024-10-27,Standard,1,4450.93,1726.93,On Time
O00408,C0322,P112,W10,2025-09-05,2025-09-07,2025-09-09,Express,3,5740.44,2257.44,On Time
O00409,C0030,P042,W10,2025-01-17,2025-01-19,2025-01-22,Same Day,5,1987.9,522.9,Late
O00410,C0025,P108,W01,2024-05-18,2024-05-19,2024-05-24,Standard,3,2705.22,1136.22,On Time
O00411,C0166,P043,W03,2024-03-19,2024-03-21,2024-03-26,Standard,5,13207.9,2532.9,On Time
O00412,C0007,P091,W06,2024-11-04,2024-11-05,2024-11-09,Same Day,2,7585.78,1933.78,Late
O00413,C0426,P129,W03,2025-05-11,2025-05-12,2025-05-17,Express,2,12455.74,4019.74,Late
O00414,C0236,P030,W09,2025-12-07,2025-12-09,2025-12-10,Same Day,4,6276.08,1788.08,On Time
O00415,C0456,P036,W05,2024-01-18,2024-01-19,2024-01-21,Express,4,14453.6,2909.6,On Time
O00416,C0041,P054,W03,2024-05-01,2024-05-01,2024-05-06,Standard,2,7887.64,1561.64,On Time
O00417,C0304,P009,W07,2024-03-20,2024-03-20,2024-03-23,Express,5,15737.55,6462.55,Late
O00418,C0106,P032,W01,2024-02-14,2024-02-14,2024-02-16,Express,5,10422.9,1797.9,On Time
O00419,C0083,P090,W05,2024-04-02,2024-04-02,2024-04-03,Same Day,3,20532.03,5775.03,On Time
O00420,C0499,P138,W05,2024-08-10,2024-08-12,2024-08-17,Standard,1,6634.38,2476.38,On Time
O00421,C0428,P028,W10,2025-12-25,2025-12-26,2025-12-28,Express,2,14085.7,4785.7,On Time
O00422,C0239,P081,W02,2025-06-10,2025-06-10,2025-06-12,Express,1,1370.53,246.53,On Time
O00423,C0253,P022,W09,2025-01-04,2025-01-06,2025-01-08,Express,3,7111.47,2209.47,On Time
O00424,C0097,P075,W04,2024-11-15,2024-11-17,2024-11-19,Express,4,20750.68,7074.68,On Time
O00425,C0203,P126,W01,2025-11-26,2025-11-27,2025-12-02,Standard,1,2975.75,891.75,On Time
O00426,C0034,P027,W07,2024-05-02,2024-05-02,2024-05-04,Express,2,8070.9,2182.9,On Time
O00427,C0392,P128,W04,2025-09-01,2025-09-02,2025-09-07,Standard,3,12047.34,3152.34,On Time
O00428,C0143,P125,W10,2025-02-13,2025-02-14,2025-02-16,Express,5,16905.05,3815.05,On Time
O00429,C0348,P018,W03,2025-05-24,2025-05-24,2025-05-27,Same Day,4,26151.28,9707.28,Late
O00430,C0339,P025,W05,2025-11-26,2025-11-27,2025-12-02,Standard,1,4437.66,1866.66,On Time
O00431,C0280,P088,W09,2025-11-08,2025-11-09,2025-11-11,Express,5,10118.25,3383.25,On Time
O00432,C0091,P010,W07,2025-01-27,2025-01-28,2025-01-30,Express,1,7771.44,2967.44,On Time
O00433,C0346,P029,W07,2025-03-17,2025-03-17,2025-03-19,Express,5,32059.6,10409.6,On Time
O00434,C0201,P130,W09,2025-08-08,2025-08-09,2025-08-11,Express,1,4015.31,930.31,On Time
O00435,C0024,P008,W05,2025-09-23,2025-09-25,2025-09-27,Express,5,18956.65,7456.65,On Time
O00436,C0183,P110,W06,2025-08-20,2025-08-20,2025-08-21,Same Day,3,12134.58,3353.58,On Time
O00437,C0059,P017,W05,2024-09-10,2024-09-10,2024-09-11,Same Day,3,16870.8,6271.8,On Time
O00438,C0011,P108,W07,2024-02-08,2024-02-09,2024-02-10,Same Day,3,2705.22,1136.22,On Time
O00439,C0354,P126,W06,2025-01-21,2025-01-23,2025-01-25,Express,1,2975.75,891.75,On Time
O00440,C0255,P112,W10,2025-11-14,2025-11-15,2025-11-20,Standard,2,3826.96,1504.96,On Time
O00441,C0320,P103,W05,2024-10-21,2024-10-22,2024-10-27,Standard,2,11629.1,2547.1,On Time
O00442,C0219,P136,W02,2025-08-29,2025-08-30,2025-09-01,Express,4,11973.4,4009.4,On Time
O00443,C0129,P107,W09,2024-11-03,2024-11-04,2024-11-05,Same Day,4,3386.36,898.36,On Time
O00444,C0110,P148,W09,2024-01-20,2024-01-22,2024-01-23,Same Day,4,23125.12,10101.12,On Time
O00445,C0076,P094,W01,2025-09-21,2025-09-22,2025-09-23,Same Day,4,10298.08,3762.08,On Time
O00446,C0434,P017,W06,2024-11-03,2024-11-04,2024-11-06,Express,2,11247.2,4181.2,On Time
O00447,C0077,P062,W10,2024-06-13,2024-06-14,2024-06-15,Same Day,1,5949.74,1130.74,On Time
O00448,C0104,P109,W09,2024-11-13,2024-11-14,2024-11-16,Express,1,6355.74,1577.74,On Time
O00449,C0161,P015,W08,2024-06-29,2024-07-01,2024-07-06,Standard,1,5128.27,1059.27,On Time
O00450,C0058,P036,W02,2025-02-20,2025-02-21,2025-02-22,Same Day,2,7226.8,1454.8,On Time
O00451,C0169,P032,W02,2025-06-21,2025-06-22,2025-06-24,Express,3,6253.74,1078.74,On Time
O00452,C0210,P071,W02,2025-03-09,2025-03-09,2025-03-14,Standard,4,26680.6,11184.6,On Time
O00453,C0186,P072,W08,2024-11-20,2024-11-22,2024-11-24,Express,2,8180.38,1626.38,On Time
O00454,C0130,P014,W01,2024-01-22,2024-01-24,2024-01-25,Same Day,2,1587.74,327.74,On Time
O00455,C0005,P114,W09,2025-01-06,2025-01-08,2025-01-13,Standard,4,10784.84,3284.84,On Time
O00456,C0324,P042,W05,2024-11-04,2024-11-04,2024-11-09,Standard,4,1590.32,418.32,On Time
O00457,C0378,P126,W02,2025-02-20,2025-02-20,2025-02-22,Express,4,11903.0,3567.0,On Time
O00458,C0309,P091,W05,2025-03-08,2025-03-08,2025-03-13,Standard,4,15171.56,3867.56,On Time
O00459,C0295,P079,W03,2025-10-07,2025-10-08,2025-10-12,Same Day,3,8418.72,2175.72,Late
O00460,C0245,P082,W07,2025-10-26,2025-10-26,2025-10-27,Same Day,4,22806.32,8270.32,On Time
O00461,C0449,P047,W02,2024-12-01,2024-12-02,2024-12-07,Standard,4,14864.4,4400.4,On Time
O00462,C0499,P059,W09,2024-08-17,2024-08-17,2024-08-22,Standard,1,7432.14,2455.14,On Time
O00463,C0046,P067,W10,2024-06-21,2024-06-21,2024-06-23,Express,2,16646.12,7380.12,On Time
O00464,C0061,P117,W07,2024-01-15,2024-01-17,2024-01-18,Same Day,4,17412.88,4840.88,On Time
O00465,C0308,P111,W08,2024-09-29,2024-09-30,2024-10-01,Same Day,2,6820.08,2950.08,On Time
O00466,C0121,P075,W03,2025-11-24,2025-11-24,2025-11-26,Express,3,15563.01,5306.01,On Time
O00467,C0352,P083,W02,2025-12-01,2025-12-03,2025-12-06,Express,4,11494.56,2810.56,Late
O00468,C0477,P014,W02,2025-09-03,2025-09-04,2025-09-09,Standard,3,2381.61,491.61,On Time
O00469,C0203,P098,W01,2025-09-12,2025-09-14,2025-09-18,Same Day,3,12905.4,3056.4,Late
O00470,C0450,P127,W05,2024-02-12,2024-02-14,2024-02-19,Standard,3,19696.05,6826.05,On Time
O00471,C0447,P033,W05,2025-06-27,2025-06-28,2025-07-04,Standard,4,16121.56,5657.56,Late
O00472,C0162,P112,W05,2024-10-16,2024-10-17,2024-10-18,Same Day,2,3826.96,1504.96,On Time
O00473,C0094,P014,W01,2025-11-04,2025-11-06,2025-11-08,Express,2,1587.74,327.74,On Time
O00474,C0235,P144,W08,2025-04-23,2025-04-24,2025-05-01,Standard,4,7535.56,3231.56,Late
O00475,C0428,P073,W02,2024-05-31,2024-05-31,2024-06-02,Express,2,11817.62,2583.62,On Time
O00476,C0393,P002,W04,2025-07-30,2025-08-01,2025-08-02,Same Day,5,20808.05,6823.05,On Time
O00477,C0079,P028,W02,2024-12-02,2024-12-02,2024-12-04,Express,3,21128.55,7178.55,On Time
O00478,C0497,P002,W05,2025-11-06,2025-11-07,2025-11-09,Express,3,12484.83,4093.83,On Time
O00479,C0166,P013,W10,2024-11-28,2024-11-30,2024-12-01,Same Day,3,18228.24,4578.24,On Time
O00480,C0046,P062,W07,2025-09-08,2025-09-09,2025-09-14,Standard,4,23798.96,4522.96,On Time
O00481,C0463,P111,W03,2025-02-16,2025-02-17,2025-02-23,Same Day,3,10230.12,4425.12,Late
O00482,C0217,P145,W07,2024-07-23,2024-07-24,2024-07-26,Express,5,9539.8,2444.8,On Time
O00483,C0347,P088,W07,2025-09-20,2025-09-20,2025-09-25,Express,4,8094.6,2706.6,Late
O00484,C0465,P112,W09,2025-05-22,2025-05-24,2025-05-27,Same Day,1,1913.48,752.48,Late
O00485,C0283,P146,W09,2025-12-01,2025-12-02,2025-12-07,Standard,1,6097.75,1585.75,On Time
O00486,C0182,P146,W02,2025-06-06,2025-06-07,2025-06-09,Express,3,18293.25,4757.25,On Time
O00487,C0024,P047,W08,2024-01-17,2024-01-17,2024-01-18,Same Day,4,14864.4,4400.4,On Time
O00488,C0414,P116,W08,2024-11-17,2024-11-19,2024-11-20,Same Day,5,24549.05,7959.05,On Time
O00489,C0223,P067,W02,2024-07-10,2024-07-10,2024-07-15,Standard,1,8323.06,3690.06,On Time
O00490,C0417,P078,W10,2025-04-16,2025-04-18,2025-04-20,Express,5,33889.3,10589.3,On Time
O00491,C0058,P004,W02,2025-11-22,2025-11-23,2025-11-25,Express,2,13275.84,3977.84,On Time
O00492,C0045,P138,W03,2024-01-28,2024-01-28,2024-01-30,Express,2,13268.76,4952.76,On Time
O00493,C0242,P114,W03,2025-03-08,2025-03-08,2025-03-13,Standard,4,10784.84,3284.84,On Time
O00494,C0213,P027,W07,2024-07-25,2024-07-26,2024-07-28,Same Day,4,16141.8,4365.8,Late
O00495,C0372,P132,W08,2025-07-21,2025-07-22,2025-07-27,Standard,5,5156.4,1751.4,On Time
O00496,C0060,P107,W02,2025-08-13,2025-08-14,2025-08-15,Same Day,4,3386.36,898.36,On Time
O00497,C0177,P050,W01,2025-04-04,2025-04-06,2025-04-08,Express,4,18901.56,5861.56,On Time
O00498,C0492,P076,W08,2025-12-02,2025-12-03,2025-12-04,Same Day,4,13770.44,5674.44,On Time
O00499,C0067,P023,W10,2025-01-03,2025-01-04,2025-01-09,Standard,4,3575.04,1587.04,On Time
O00500,C0010,P143,W05,2024-04-13,2024-04-14,2024-04-16,Express,1,6275.15,2548.15,On Time
O00501,C0059,P087,W01,2024-06-11,2024-06-11,2024-06-12,Same Day,4,13082.24,5166.24,On Time
O00502,C0459,P143,W01,2024-09-21,2024-09-22,2024-09-24,Express,3,18825.45,7644.45,On Time
O00503,C0493,P113,W01,2025-09-10,2025-09-12,2025-09-17,Standard,4,14148.8,5400.8,On Time
O00504,C0446,P043,W01,2025-09-16,2025-09-16,2025-09-17,Same Day,1,2641.58,506.58,On Time
